channel,evidence_recall,precision,mrr,complete_recovery,top_score,score_gap,score_mean,top1_correct,referential_confidence,selected_chunk_ids,selected_chunks,candidate_chunks,source_tokens,index_bytes,scored_candidates,token_index_queries,model,dataset,example_id,chunk_tokens,routing_layer,routing_layer_offset,chunk_budget,branch_top_k,beam_size
hybrid,0.5,0.125,0.5,0,0.689453125,0.00390625,0.1961944897969564,0,0.8447265625,interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=128:144|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=96:112|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=496:512|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=672:688|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=480:496|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=704:720|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=272:288|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=720:736,8,48,768,277385,240,5,qwen3_0_6b,hotpotqa,5a8b429f5542995d1e6f132c,16,24,-4,8,4,4
ngram,1.0,0.125,0.25,1,-0.77783203125,0.13525390625,-0.9832661946614584,0,0.111083984375,interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=496:512|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=128:144|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=752:768|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=80:96|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=400:416|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=736:752|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=528:544|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=720:736,8,48,768,277385,240,5,qwen3_0_6b,hotpotqa,5a8b429f5542995d1e6f132c,16,24,-4,8,4,4
edit,0.5,0.125,0.2,0,1.0,0.0,-0.15972391764322916,0,1.0,interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=128:144|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=400:416|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=496:512|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=544:560|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=0:16|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=256:272|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=272:288|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=288:304,8,48,768,277385,240,5,qwen3_0_6b,hotpotqa,5a8b429f5542995d1e6f132c,16,24,-4,8,4,4
embedding,0.5,0.125,0.25,0,0.515625,0.00341796875,0.29318761825561523,0,0.7578125,interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=544:560|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=496:512|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=128:144|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=96:112|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=256:272|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=144:160|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=448:464|interaction://hotpotqa/5a8b429f5542995d1e6f132c#chunk=624:640,8,48,768,277385,240,5,qwen3_0_6b,hotpotqa,5a8b429f5542995d1e6f132c,16,24,-4,8,4,4
semantic,0.5,0.5,1.0,0,0.51513671875,0.05908203125,0.380340576171875,1,0.757568359375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:80|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:112,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,2,1,1
exact,0.5,0.5,0.5,0,1.0,0.0,-0.765625,0,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=240:256|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,2,1,1
bm25,0.5,0.5,1.0,0,1.0,0.35205078125,-0.6501719156901041,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=480:496,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,2,1,1
approximate,0.5,0.5,1.0,0,1.0,0.0,0.11864725748697917,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,2,1,1
hybrid,0.0,0.0,0.0,0,0.673828125,0.009765625,0.2793629964192708,0,0.8369140625,interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,2,1,1
ngram,0.5,0.5,1.0,0,-0.407470703125,0.221923828125,-0.9618581136067709,1,0.2962646484375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,2,1,1
edit,0.5,0.5,1.0,0,1.0,0.0,0.11110941569010417,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,2,1,1
embedding,1.0,1.0,1.0,1,0.5234375,0.00341796875,0.37921142578125,1,0.76171875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,2,1,1
semantic,0.5,0.25,1.0,0,0.51513671875,0.05908203125,0.380340576171875,1,0.757568359375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:80|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,4,2,2
exact,0.5,0.25,0.3333333333333333,0,1.0,0.0,-0.765625,0,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=240:256|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,4,2,2
bm25,1.0,0.5,1.0,1,1.0,0.35205078125,-0.6501719156901041,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=480:496|interaction://hotpotqa/5a8901a2554299515336125a#chunk=704:720,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,4,2,2
approximate,0.5,0.25,1.0,0,1.0,0.0,0.11864725748697917,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,4,2,2
hybrid,0.0,0.0,0.0,0,0.673828125,0.009765625,0.2793629964192708,0,0.8369140625,interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:112,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,4,2,2
ngram,1.0,0.5,1.0,1,-0.407470703125,0.221923828125,-0.9618581136067709,1,0.2962646484375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=752:768|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,4,2,2
edit,0.5,0.25,1.0,0,1.0,0.0,0.11110941569010417,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,4,2,2
embedding,1.0,0.5,1.0,1,0.5234375,0.00341796875,0.37921142578125,1,0.76171875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=752:768|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,4,2,2
semantic,0.5,0.125,1.0,0,0.51513671875,0.05908203125,0.380340576171875,1,0.757568359375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:80|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=672:688|interaction://hotpotqa/5a8901a2554299515336125a#chunk=624:640|interaction://hotpotqa/5a8901a2554299515336125a#chunk=592:608|interaction://hotpotqa/5a8901a2554299515336125a#chunk=544:560|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,8,4,4
exact,1.0,0.25,0.25,1,1.0,0.0,-0.765625,0,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=240:256|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:112|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=544:560,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,8,4,4
bm25,1.0,0.375,1.0,1,1.0,0.35205078125,-0.6501719156901041,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=720:736|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:80|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:112,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,8,4,4
approximate,1.0,0.25,1.0,1,1.0,0.0,0.11864725748697917,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=192:208|interaction://hotpotqa/5a8901a2554299515336125a#chunk=208:224,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,8,4,4
hybrid,0.0,0.0,0.0,0,0.673828125,0.009765625,0.2793629964192708,0,0.8369140625,interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=704:720|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:112|interaction://hotpotqa/5a8901a2554299515336125a#chunk=112:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=688:704,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,8,4,4
ngram,1.0,0.375,1.0,1,-0.407470703125,0.221923828125,-0.9618581136067709,1,0.2962646484375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:80|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,8,4,4
edit,1.0,0.25,1.0,1,1.0,0.0,0.11110941569010417,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=192:208|interaction://hotpotqa/5a8901a2554299515336125a#chunk=208:224,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,8,4,4
embedding,1.0,0.25,1.0,1,0.5234375,0.00341796875,0.37921142578125,1,0.76171875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=448:464|interaction://hotpotqa/5a8901a2554299515336125a#chunk=112:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,27,-1,8,4,4
semantic,0.0,0.0,0.0,0,0.53662109375,0.0048828125,0.4438222249348958,0,0.768310546875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=640:656|interaction://hotpotqa/5a8901a2554299515336125a#chunk=752:768,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,2,1,1
exact,0.5,0.5,0.5,0,1.0,0.0,-0.765625,0,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=240:256|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,2,1,1
bm25,0.5,0.5,1.0,0,1.0,0.35205078125,-0.6501719156901041,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=480:496,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,2,1,1
approximate,0.5,0.5,1.0,0,1.0,0.0,0.11864725748697917,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,2,1,1
hybrid,1.0,0.5,1.0,1,0.71923828125,0.01123046875,0.31745370229085285,1,0.859619140625,interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=752:768,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,2,1,1
ngram,0.5,0.5,1.0,0,-0.407470703125,0.221923828125,-0.9618581136067709,1,0.2962646484375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,2,1,1
edit,0.5,0.5,1.0,0,1.0,0.0,0.11110941569010417,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,2,1,1
embedding,1.0,1.0,1.0,1,0.5234375,0.00341796875,0.37921142578125,1,0.76171875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32,2,48,768,281706,96,2,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,2,1,1
semantic,1.0,0.5,0.5,1,0.53662109375,0.0048828125,0.4438222249348958,0,0.768310546875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=640:656|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=752:768,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,4,2,2
exact,0.5,0.25,0.3333333333333333,0,1.0,0.0,-0.765625,0,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=240:256|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,4,2,2
bm25,1.0,0.5,1.0,1,1.0,0.35205078125,-0.6501719156901041,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=480:496|interaction://hotpotqa/5a8901a2554299515336125a#chunk=704:720,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,4,2,2
approximate,0.5,0.25,1.0,0,1.0,0.0,0.11864725748697917,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,4,2,2
hybrid,1.0,0.25,1.0,1,0.71923828125,0.01123046875,0.31745370229085285,1,0.859619140625,interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,4,2,2
ngram,1.0,0.5,1.0,1,-0.407470703125,0.221923828125,-0.9618581136067709,1,0.2962646484375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=752:768|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,4,2,2
edit,0.5,0.25,1.0,0,1.0,0.0,0.11110941569010417,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,4,2,2
embedding,1.0,0.5,1.0,1,0.5234375,0.00341796875,0.37921142578125,1,0.76171875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=752:768|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96,4,48,768,281706,144,3,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,4,2,2
semantic,1.0,0.375,0.5,1,0.53662109375,0.0048828125,0.4438222249348958,0,0.768310546875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=640:656|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:80|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,8,4,4
exact,1.0,0.25,0.25,1,1.0,0.0,-0.765625,0,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=240:256|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:112|interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=544:560,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,8,4,4
bm25,1.0,0.375,1.0,1,1.0,0.35205078125,-0.6501719156901041,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=720:736|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:80|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:112,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,8,4,4
approximate,1.0,0.25,1.0,1,1.0,0.0,0.11864725748697917,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=192:208|interaction://hotpotqa/5a8901a2554299515336125a#chunk=208:224,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,8,4,4
hybrid,1.0,0.125,1.0,1,0.71923828125,0.01123046875,0.31745370229085285,1,0.859619140625,interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=96:112|interaction://hotpotqa/5a8901a2554299515336125a#chunk=112:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=720:736,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,8,4,4
ngram,1.0,0.375,1.0,1,-0.407470703125,0.221923828125,-0.9618581136067709,1,0.2962646484375,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=64:80|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,8,4,4
edit,1.0,0.25,1.0,1,1.0,0.0,0.11110941569010417,1,1.0,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=144:160|interaction://hotpotqa/5a8901a2554299515336125a#chunk=192:208|interaction://hotpotqa/5a8901a2554299515336125a#chunk=208:224,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,8,4,4
embedding,1.0,0.25,1.0,1,0.5234375,0.00341796875,0.37921142578125,1,0.76171875,interaction://hotpotqa/5a8901a2554299515336125a#chunk=0:16|interaction://hotpotqa/5a8901a2554299515336125a#chunk=16:32|interaction://hotpotqa/5a8901a2554299515336125a#chunk=80:96|interaction://hotpotqa/5a8901a2554299515336125a#chunk=448:464|interaction://hotpotqa/5a8901a2554299515336125a#chunk=112:128|interaction://hotpotqa/5a8901a2554299515336125a#chunk=128:144|interaction://hotpotqa/5a8901a2554299515336125a#chunk=176:192|interaction://hotpotqa/5a8901a2554299515336125a#chunk=160:176,8,48,768,281706,240,5,qwen3_0_6b,hotpotqa,5a8901a2554299515336125a,16,24,-4,8,4,4
